MC,,1,A financial institution fails to comply with an important government regulation. The financial institution will most likely,1,pay a fine.,get a better reputation.,gain new business.,avoid an audit.
MC,,1,One benefit of using technology in compliance is that technology is typically more __________ than maintaining manual compliance processes.,3,time-consuming,costly,efficient,error-prone
MC,,1,Many nations have developed environmental regulations in order to encourage,3,moral conduct.,ethical behavior.,conservation.,industrialization.
MC,,1,"Joan borrowed $10,000 from a relative to start her own business. Assuming she takes all responsibility for the company's financial risks, the company is most likely a",1,sole proprietorship.,limited partnership.,corporation.,partnership.
MC,,1,"Andrew received an official-looking email that appeared to be from a government agency. The message requested that Andrew reply immediately to the email and provide his bank account information and credit card account numbers. Fortunately, Andrew found out that the message was fraudulent before he provided the information. What illegal activity does this situation exemplify?",2,Ponzi scheme,Phishing,Affinity fraud,Accounting fraud
MC,,1,An individual or business can minimize capital losses on investment property by,2,liquidating remaining assets.,claiming the loss as a tax deduction.,obtaining a long-term loan.,renegotiating property insurance premiums.
MC,,1,Which of the following statements about following directions is true:,2,Most people don't need to ask questions about directions.,Restating directions in your own words helps clarify them.,Hearing directions is the same as listening to them.,You should avoid taking notes while listening to directions.
MC,,1,"When giving verbal instructions, you should always",2,avoid eye contact.,give concrete examples.,provide written directions.,use as many steps as possible.
MC,,1,"To contribute to a discussion in a useful way, you should avoid",1,blurting out statements without thinking.,stating opinions and stick to the facts.,talking about what's on your mind.,paying attention when others are speaking.
MC,,1,"The business manager tried to write a promotional letter that was simple, clear, and interesting so that customers who received it would",1,easily understand it.,need to read it many times.,find it entertaining.,ask what it really meant.
MC,,1,"When writing an email to your coworkers, you should always",2,use all capitals to get important points across.,write “please” and “thank you” when necessary.,make sure your message is as long as possible.,put your main point in your last paragraph.
MC,,1,Communication among coworkers and supervisors should be,1,an opportunity for feedback.,an optional formality.,contained in one meeting.,saved for individual performance reviews.
MC,,1,"To participate effectively in a staff meeting, you should",2,bring up any personal concerns so that they can be discussed with the group.,read important documents and do research ahead of time so you're prepared.,answer emails during slow points so you don't waste any company time.,share your opinion on each topic discussed so your manager knows you're paying attention.
MC,,1,The best way for businesses to communicate with customers is to,1,listen respectfully.,rent billboards on major highways.,send direct mail.,give as much information as possible.
MC,,1,"Which of the difficult customer types may become your best and most loyal customer, once they learn to trust you?",1,Suspicious,Dishonest,Disagreeable,Slow/Methodical
MC,,1,What question should finance professionals ask to provide the appropriate types and levels of service to their clients?,3,How can I maximize my returns?,Should I follow up with the clients?,What are the client's expectations?,Are my goals realistic and attainable?
MC,,1,Customer Relationship Management (CRM) processes should support the basic steps of the __________ cycle.,2,accounting,customer life,customer complaint,business
MC,,1,The most environmentally friendly way for producers to respond to limited natural resources is by,2,tapping the resources.,conserving the resources.,decreasing prices.,increasing production.
MC,,1,What economic activity is necessary for consumption to occur?,3,Financing,Opportunity,Production,Management
MC,,1,Unethical actions typically lead to an increase in,1,financial risk.,stock values.,sales revenue.,positive customer relations.
MC,,1,Which of the following is a business risk that can be covered by purchasing insurance:,3,Competition,Spoilage,Robbery,Economic conditions
MC,,1,Gary believes that the upper class should pay a higher income tax rate than the middle and lower classes. What tax structure does Gary favor?,1,Progressive,Regressive,Proportional,Exclusive
MC,,1,The overall objective of workers who form labor unions is to,1,strengthen their bargaining power.,obtain reasonable working hours.,promote better working conditions.,obtain fair wages.
MC,,1,What often happens to businesses when interest rates rise?,2,Consumer demand increases.,Output decreases.,Profits increase.,Cost of goods decreases.
MC,,1,Avoiding the use of slang falls under which guideline for dealing effectively with people from different cultures?,2,Show respect.,Strive to communicate clearly.,Expect differences to arise.,Be patient.
MC,,1,"Cara hasn't met Joan, but she doesn't want to work with her. Cara believes that because Joan is an attractive blonde, she is probably dumb and won't do her share of the work. What does Cara need to learn about herself?",2,Cara is a good judge of people.,Cara stereotypes other people.,Cara is open-minded and fair.,Cara tolerates others' faults.
MC,,1,Which of the following is an action of a person who is fair:,2,Gets her/his own way all the time,Balances her/his needs with those of others,Pursues vengeance,Makes sure no one takes away her/his rights
MC,,1,Which of the following is a question you should ask yourself when determining whether you're facing an ethical dilemma:,2,Which choice sounds more enjoyable?,Are ethical principles being violated?,Is one decision more difficult?,Could someone be punished?
MC,,1,Planning ahead and estimating the time it will take to complete your tasks will help you to,1,manage your work commitments effectively.,learn how to procrastinate.,improve your technical skills.,reduce your workload.
MC,,1,"As a new employee, you receive constructive criticism about your job performance. This criticism is designed to",2,show your lack of ability.,improve your ability to do the job.,hurt and discredit you.,demonstrate the supervisor's superior job knowledge.
MC,,1,"In business, economic downturns and technological changes are likely to cause businesses to",1,make changes of their own.,hire unskilled workers.,expand their operations.,resist beneficial changes.
MC,,1,Which of the following types of behavior tries to improve the general quality of relationships:,4,Independent,Negative,Aggressive,Assertive
MC,,1,"Nasim is under a lot of stress, and she's finding it difficult to be enthusiastic about her job. Nasim isn't doing her best at work because she's dealing with",3,endorphins.,productivity.,low morale.,burnout.
