MC,,1,"Trent lives in a state that prohibits texting while driving. He doesn't text while driving because he knows it is against the law, but he is constantly changing his music and looking at the map on his phone while he drives. Trent is most likely to be following the __________ law against texting while driving but not the __________ law.",3,civil; criminal,spirit of the; letter of the,letter of the; spirit of the,criminal; civil
MC,,1,The relationship between a creditor and a debtor is usually based on the debtor's,4,pricing method.,billing schedule.,type of account.,ability to pay.
MC,,1,Which of the following types of regulations is most likely to affect a hotel chain's profits:,4,Certain types of weapons banned in public places,Stricter enforcement against insider trading,New privacy laws for health care professionals,Increased taxes on gasoline purchases
MC,,1,"Your coworker is running his first meeting, and you know he is nervous. How can you encourage him as he is speaking?",1,Show interest by nodding and smiling.,Look at your notes so he is not intimidated.,Speak up when you disagree with him.,Pay attention to nonverbal cues.
MC,,1,Which of the following is a correct interpretation of a common nonverbal cue:,1,Fidgeting can signal nervousness or impatience.,Crossed arms can signal friendliness and availability.,Clenched fists can signal intelligence and awareness.,Eye contact can signal anger or irritation.
MC,,1,"Elizabeth is giving a speech about Abraham Lincoln. She starts with his early political life, moves on to his time as president, and then ends with his death. What common organizational pattern is she using for her speech?",3,Spatial,Topical,Chronological,Cause-and-effect
MC,,1,Luke is writing a complex report that will be submitted to the company's board of directors. He has collected relevant information that he would like to provide to the audience—information that is not necessary to include in the body of the report. In what section of the report should Luke include this supplemental information?,3,Executive summary,Bibliography,Appendix,Table of contents
MC,,1,Which of the following is appropriate behavior when writing and sending a professional email:,4,Attaching several unnecessary files,Leaving the subject line blank,Taking a long time to respond to an email,Proofreading your email before sending it
MC,,1,Which of the following pieces of information would be most appropriate for posting on LinkedIn or another professional social networking site:,3,Concerns you have about your current job or career,Photos of your family from a recent vacation,An award you received at work,Updates on your personal marathon training
MC,,1,In which of the following situations is it best to communicate by holding a face-to-face meeting:,1,A manager conducts an employee's annual performance review.,An employee needs to obtain a price list from a vendor.,A manager wants an employee to submit his/her timesheet for approval.,An employee needs to ask for an expense form for reimbursement.
MC,,1,Which of the following is a true statement regarding customer complaints:,2,The best companies do not receive customer complaints.,Customer complaints can benefit employees and businesses.,Almost all customer complaints involve the product.,The reasons for customer complaints are usually hidden.
MC,,1,Why should hotels train their staff on using guest recovery solutions?,1,To empower staff members to resolve customer service complaints,So they can inform unhappy customers of the hotel's policies,So they understand that recovery solutions are required by law,To reduce a hotel's legal obligations to unsatisfied customers
MC,,1,Which of the following is an example of a during-the-sale touchpoint:,2,Customer satisfaction surveys,The physical aspects of the business,Rebates,Word-of-mouth advertising
MC,,1,"Riley loves talking to people, so she always goes out of her way to ask customers for feedback and gets to know them personally. This is an example of how",4,employees should try to keep their distance from customers.,a company's culture affects its customer service.,extraverted people have a higher success rate in hospitality.,an employee's personality impacts customer service practices.
MC,,1,Which of the following is a way to anticipate customer needs without asking:,2,Focus on selling products.,Get to know customers.,Plan customer service efforts.,Offer online chat support.
MC,,1,Which of the following is an example of a positive moment of truth in customer service:,4,Aggressively upselling to customers,Offering a customer-satisfaction survey,Following a script when talking to customers,Showing concern for customers' lengthy wait
MC,,1,Lucia's Bistro is struggling to keep up with the dinner rush. The managers decide to offer half-off appetizers from 3-5 p.m. as a way to,4,reduce the number of customers to maximize capacity.,increase its gross sales margins.,improve product quality.,manage customer experience during peaks in demand.
MC,,1,"If a good or service is scarce, consumers will usually be",4,unwilling to buy it.,uninterested in owning it.,able to get as much of it as they want.,willing to pay money to get it.
MC,,1,A car dealership purchases new cars from a Ford factory and then sells them to consumers. What type of business model is this?,2,Manufacturer,Distributor,Trader,Importer
MC,,1,Which of the following is a true statement about innovative management:,4,It focuses more on functions than outcomes.,Employees work under rigid job descriptions.,Managers are more controlling than facilitative.,It is more participative than traditional management.
MC,,1,Which of the following is a true statement regarding an employer’s tax obligations:,2,Employers pay the same amount in taxes for each employee.,Employers pay a matching amount of employees' Social Security and Medicare taxes.,Employers pay taxes only for full-time employees.,"Employers may ""opt out"" of paying payroll taxes."
MC,,1,"Manager-trainees at a local quick-serve restaurant spend two weeks working at each work station—the grill, the cash register, and the drive-thru. This is an example of job",3,enrichment.,enlargement.,rotation.,satisfaction.
MC,,1,"When doing business in another country, which of the following strategies should you use to ensure that you do not offend anyone:",4,Refrain from adapting your products.,"Use a strong, aggressive approach.","Maintain casual, friendly conversation.",Be well-organized and prepared.
MC,,1,Small businesses have a positive effect on the local community because they,1,pay taxes.,reduce competition.,limit job growth.,charge interest.
MC,,1,Janel shuts off her phone and email while she is creating a presentation for her upcoming meeting. Janel is,3,planning.,delegating.,compartmentalizing.,setting long-term goals.
MC,,1,"Gabriel's boss just assigned him a new project. He needs to create a video presentation, which he has no idea how to do. He starts to get discouraged, but then he reminds himself that this is an opportunity to learn an important new skill. It will look great on his résumé and score him some bonus points with the boss. This is an example of which step for maintaining a positive attitude:",4,Surround yourself with positive people,Have a sense of humor,Look good,Think positively
MC,,1,"Adam is a natural leader with strong communication skills and a knack for inspiring others. His teammates, Gia, Olivia, and Bryant, are less comfortable with leadership positions and perform their best when they receive clear instructions from others. As a result, the group decided that it would be best for Adam to act as group leader for the project they are working on. This is an example of",3,allowing someone to lead at the expense of others.,stepping outside of your comfort zone.,leveraging different personality types.,neglecting certain personality types.
MC,,1,"When Tara finishes negotiating a big deal with a client, she takes some time to reflect on the situation. She thinks about what she did and didn't do well. What is Tara doing, and why is it important?",2,Assessing the negotiation; it helps her understand the other person's expectations and,Assessing the negotiation; it helps her make adjustments for the next negotiation session.,Establishing terms; it helps her understand the other person's expectations and responsibilities.,Establishing terms; it helps her make adjustments for the next negotiation session.
MC,,1,"When Victor is stressed out, he calms himself down by spending some time in quiet, calm thought. Victor is engaging in",1,meditation.,burnout.,absenteeism.,flextime.
MC,,1,Employees from different departments participate in a group to solve problems related to the company's production processes. This is an example of a,4,product team.,short-term committee.,standing committee.,quality circle.
MC,,1,Which of the following steps comes first in the consensus-building process:,4,Share ideas.,Choose a consensus-building method.,Assign roles.,Identify the problem.
MC,,1,Trey is planning ahead to overcome obstacles that might stand between him and achieving his goals. Which tip for smart goal setting is Trey following?,1,Developing an action plan for each goal,Putting goals in writing,Regularly reviewing and revising goals,Making sure goals are compatible with each other
MC,,1,"If Danika decides to wear superhero T-shirts because all her classmates are wearing them, she is demonstrating",3,status quo bias.,leadership.,herd mentality.,groupthink.
MC,,1,"Tom and his coworkers are unhappy with their business's new policy of paying employees once a month instead of every two weeks. While everyone else sits around and grumbles about it, Tom asks his manager for a meeting to discuss the situation. Which characteristic of a change leader is Tom displaying in this situation?",3,Knows how to relate to others,Loves to learn new things,Not afraid to “go for it”,Persuasive
MC,,1,Which of the following is an action you could take to show respect:,3,Start arguments with people,Avoid eye contact,Listen to other people's opinions,Interrupt others when they speak
MC,,1,At what stage of the entrepreneurial process does an entrepreneur determine the amount of capital needed to launch the business?,4,Harvesting,Discovery,Actualization,Development
MC,,1,Marshall's employer pays him for the work that he performs while on the job. This is an example of,3,capital gains.,passive revenue.,earned income.,transfer payments.
MC,,1,"To be able to pay for unexpected car repairs and/or to replace broken home appliances, it is important to",2,make long-term investments.,save money for emergency situations.,eliminate entertainment expenses.,use tax returns to purchase treasury bonds.
MC,,1,Ian's employer electronically places Ian's paycheck directly into his bank checking account every pay period. In what column on Ian's bank statement will he find these transactions?,1,Deposits and credits,Withdrawals and debits,Deposits and debits,Withdrawals and credits
MC,,1,"When an individual invests in a mutual fund, s/he is",1,pooling his/her money with other investors.,purchasing corporate and government bonds.,taking on a high level of investing risk.,selecting his/her own investment options.
MC,,1,Emma is reviewing the sales budget in relation to the actual sales generated for a set time frame. How is Emma using financial information in this situation?,3,To identify external economic trends,To establish new quality standards and benchmarks,To compare estimated performance with actual performance,To analyze the impact of aging accounts
MC,,1,"Many computerized accounting systems make up-to-the-minute data available to financial decision makers instantaneously. In other words, these systems provide decision makers with __________ data.",3,trial,speed,real-time,inventory
MC,,1,What is one source of cash flowing into a business?,3,Cost of goods,Operating expenses,Sale of assets,Taxes
MC,,1,Carlos tries to respond personally to his customers' needs and wants by using communication to influence their purchase decisions. Carlos is engaged in,3,financing.,advertising.,selling.,distributing.
