MC,,1,Which of the following is a way that local zoning laws affect businesses:,2,Prohibit price discrimination,Restrict placement of billboards,Limit creation of monopolies,Require labels on products
MC,,1,Which of the following is an example of a voluntary debtor-creditor relationship:,3,Requiring specific information,Receiving a monetary gift,Obtaining a loan from a bank,Owing punitive damages
MC,,1,Every channel of distribution begins with the __________ and ends with the user or consumer.,2,intermediary,producer,retailer,agent
MC,,1,How does implementing an electronic data interchange (EDI) system benefit businesses?,4,It allows trading communities to establish linear distribution strategies.,It increases the use of artificial intelligence systems.,It duplicates the data entry process within the supply chain.,It improves the speed and accuracy of information flow.
MC,,1,"Marsha got a great deal on a phone that she bought on the Internet. When she had a problem with it, she contacted the manufacturer and was told that the company would not honor the warranty because her phone had been sold by the manufacturer to a company in China. The manufacturer would not honor the warranty because Marsha's phone is an example of a product in the",4,distribution channel.,product life cycle.,product mix.,gray market.
MC,,1,Which of the following is a true statement about channel-member relationships in the supply chain:,1,Members can often reduce conflict by focusing on the common goal of customer satisfaction.,"Because the producers are the channel leaders, they usually have more negotiating power.",Technological advancements have made interaction among channel members unnecessary.,"To minimize horizontal conflict, most wholesalers in the supply chain charge slotting fees."
MC,,1,An important factor in effective verbal communication is,3,reading from a script.,developing mannerisms.,having a pleasant voice.,enunciating rapidly.
MC,,1,"When Jeremy extended his hand toward Hank as they were introduced, Hank said, ""Hello, Jeremy."" However, he ignored Jeremy's hand and kept his own hands in his pockets. What kind of nonverbal message was Hank sending?",4,We have met before.,I am glad to meet you.,We have a lot in common.,I don't want to know you.
MC,,1,What type of communication style is usually most appropriate to use when evaluating employees?,1,Formal,Casual,Routine,Instructional
MC,,1,Which of the following should you be sure to do when taking notes:,3,Write in complete sentences.,Use correct spelling and grammar.,Write as legibly as possible.,Try to write down everything the teacher says.
MC,,1,"Identify the type of appeal used in the following persuasive message: ""This new book is written by Dr. Juliet Browne, who holds a doctorate from the Harvard School of Medicine and is the Chair of the World Health Organization.""",4,Shock value,Reason,Emotions,Credibility
MC,,1,A characteristic of simple memorandums written by business employees is that they usually are intended to be read by a(n),1,internal audience.,board of directors.,planning committee.,group of suppliers.
MC,,1,A disadvantage of problem-solving in groups is that it,4,hinders communication.,decreases conformity.,decreases risk-taking.,takes more time.
MC,,1,Businesses must keep in mind that word-of-mouth promotion can be,3,bought.,avoided.,negative.,inconsequential.
MC,,1,"When management establishes policies that help employees to deal with customers in the same way, under the same circumstances, the main purpose of these policies is the",1,fair treatment of customers.,reduction of expenses.,satisfaction of customers' wants.,smooth operation of the business.
MC,,1,Some natural resources are plentiful but are expensive and difficult to,1,obtain.,use.,sell.,conserve.
MC,,1,"When the demand for a product increases, a producer will normally increase the quantity of product supplied. In this situation, what will usually happen to the product's price?",1,The price will increase.,The price is not affected.,The price will decrease.,The price will remain constant.
MC,,1,The owner of a small retail store has decided to offer designer jeans for the back-to-school campaign. Which of the following business activities should be used to inform the potential customers about the new items for sale:,3,Production,Financial analysis,Marketing,Strategic management
MC,,1,A car dealership purchases new cars from a Ford factory and then sells them to consumers. What type of business model is this?,3,Trader,Manufacturer,Distributor,Importer
MC,,1,How does innovation support a business's long-term survival?,4,By decreasing organizational conflict,By making it impossible for employees to predict what's coming next,By enabling a business to cut costs,By giving a business a competitive edge
MC,,1,The owner of Bonnie's Birds and Bugs realizes that she cannot completely protect her building from the possibility of fire. What would be the best means of dealing with this risk?,4,Retain the risk,Prevent the risk,Avoid the risk,Transfer the risk
MC,,1,Union and management officials are meeting next week to determine the terms and conditions that will be provided to employees. This process is known as,2,striking.,collective bargaining.,picketing.,corporate campaigning.
MC,,1,"Randy used to work in a factory. However, after technological advances brought robots that could do the same job for less money, he was laid off. Randy is looking for a new job in a factory, but everything requires knowledge of computer programs, which he doesn't have. Randy is facing __________ unemployment.",3,cyclical,frictional,structural,seasonal
MC,,1,What do individuals often identify when assessing their personal strengths and weaknesses?,4,Risks,Careers,Benefits,Interests
MC,,1,The act of deliberately giving a wrong or false impression of something is considered to be,2,poor communications.,dishonest.,tactless.,good business.
MC,,1,We know we are being treated fairly when we,4,are being treated better than others.,get our way and receive the outcomes we want.,feel happy and satisfied with others' decisions.,are being treated the way we deserve to be treated.
MC,,1,"If you cannot take the blame for your mistakes, then",3,you will never be successful.,your friends will likely take the blame for you.,you cannot take the credit for your successes.,it will be difficult to graduate.
MC,,1,It is considered unethical for an employee to spread malicious gossip about a coworker because the gossip may,3,earn the person a promotion.,make the person uncomfortable.,damage the person's reputation.,affect the person's social life.
MC,,1,"Alicia is trying to persuade members of her work team to implement a new process. Because Alicia used this process with her former employer, she is very knowledgeable and knows what needs to be done to make a smooth transition. The work team is likely to go along with the change because Alicia has",2,exhibited cultural sensitivity.,established personal credibility.,demonstrated empathy.,coached others effectively.
MC,,1,"Often, people can creatively resolve a conflict by",1,brainstorming.,debating.,deciding.,mediating.
MC,,1,Zane is feeling overwhelmed about his stressful job. Which action should he take to manage his stress?,1,Talk through the situation with a friend or coworker.,Create an employee survey for his coworkers.,Take on a greater amount of work.,Skip work often so that he has time to relax.
MC,,1,"Once a coach has helped a coachee establish an improvement plan, it is important for the coach to",4,give monetary rewards to the coachee.,set goals for the coachee.,give harsh feedback to the coachee.,track the coachee's progress.
MC,,1,One benefit of assessing the long-term value and impact of your actions on others is helping you to act,1,more ethically.,on behalf of your business.,in your own best interest.,your age.
MC,,1,Following your teacher's guidelines is an example of which ethical principle?,4,Viability,Transparency,Trust,Rule of law
MC,,1,"Cornell wants to start his own business, but he isn't exactly sure what product or service he wants to pursue at the moment. The first step of the entrepreneurial process that Cornell should focus on is",1,idea generation.,a feasibility study.,illumination.,verification.
MC,,1,"In an ancient society, townspeople used cows to pay for the things they needed. The cows are an example of __________ money.",1,commodity,representative,fiat,paper
MC,,1,"Saving money helps you achieve __________ goals, while investing money helps you achieve __________ goals.",4,long-term; career,long-term; short-term,career; short-term,short-term; long-term
MC,,1,"Morgan received an email that claimed to be from her credit card company. The email said that her account would be cancelled immediately if she didn't follow a link and enter her credit card and social security numbers. After Morgan did so, she found out that the email wasn't actually from her credit card company. Instead, it was a scam designed to steal her personal information. Morgan was a victim of",1,phishing.,baiting.,skimming.,hacking.
MC,,1,The biggest risk to a real estate investment is,4,inability to write checks.,low rate of return.,not being FDIC-insured.,depreciation.
MC,,1,"When John was injured in an auto accident on his way to work, what kind of insurance paid his hospital bill?",3,Term,Disability,Health,Life
MC,,1,Finemart's bookkeeper journalizes the business's income and expenditures at the time they occur even if no money changes hands at that time. Finemart uses the __________ accounting method to record transactions.,3,managerial,cash,accrual,tax
MC,,1,Why do some governments require businesses to use specific accounting methods?,1,To provide external sources with accurate financial information,To ensure that the businesses are complying with intellectual property laws,To control the ways in which businesses develop credit policies,To monitor how businesses establish their sales goals and budgets
MC,,1,Which of the following is an example of an employee-assistance program:,3,Training on the use of dangerous power equipment,Compensation,Career and education planning,Corrective action
MC,,1,"Businesses that obtain information about competitors with the use of questionable techniques, even though these techniques are legal, are often behaving",2,aggressively.,unethically.,carelessly.,recklessly.
MC,,1,Which situation is an example of SUGGING?,3,A salesperson offers a customer the opportunity to try an expensive product free of charge.,A telemarketer asks a customer if s/he knows anyone who would want to buy a certain product.,"A marketer tells a customer that s/he is conducting research, and then begins a sales pitch.",A business promotes a product by sending samples to its customers without authorization.
MC,,1,A marketing-research project that gathers sufficient information to help the business in its decision- making would be described as,1,thorough.,efficient.,tedious.,predictive.
MC,,1,Which of the following is a true statement about qualitative research:,4,It is based on statistics and facts.,It is often conducted through experiments.,It uses large samples of the population.,It is conducted during a short time frame.
MC,,1,Which of the following is determined in a research project's master plan:,1,How much data to collect,The company's target market,How much the marketers will be paid,The purpose of the research
MC,,1,Which probability design allows marketers to study distinct groups within the target population?,2,Simple random sampling,Stratified random sampling,Systematic random sampling,Cluster sampling
MC,,1,What type of marketing data can a business obtain by reviewing its inventory reports and customers' invoices?,2,Customers' credit limits,Customers' product preferences,Product quality,Actual market share
MC,,1,"Listing the number of respondents who answered ""agree,"" ""no opinion,"" or ""disagree"" to each question on a marketing questionnaire is an example of",1,tabulation.,proportion.,deviation.,association.
MC,,1,Interviewers cause marketing-research errors when they,4,allow respondents to answer questions honestly.,communicate clearly with respondents.,ask the respondents to answer all of the questions.,express a biased attitude when asking questions.
MC,,1,The belief that profitable sales volume will result from giving customers quality products at fair and reasonable prices is part of the,2,planning process.,marketing concept.,marketing mix.,consumers' movement.
MC,,1,"When a local athletic apparel store sells shoes, clothing, and accessories that are designed specifically for runners, it is using ____________ segmentation.",2,geographic,psychographic,demographic,rate of usage
MC,,1,Which of the following is a question that a business should answer about its target market while conducting a situational analysis:,1,What are our customers buying?,How are our financing methods affecting our company's growth?,Are we operating at peak efficiency?,Which shipping companies are we using?
MC,,1,Which of the following factors affects how far ahead a business needs to predict its sales:,1,The business's resources,The typical information that is available,The similarity of competitors,The productivity of the business
MC,,1,Your web search results contain URLs from a variety of sources. Which of the following sources should provide the most reliable data:,1,A government agency,A term paper,A personal blog,A Wikipedia site
MC,,1,Thomas wants to change the word “develop” to the word “create” in several places throughout his document. The quickest way to make these changes is by using the __________ function.,1,find and replace,cut and paste,header and footer,styles and formatting
MC,,1,Which of the following is needed to post a web page:,1,Web server,Product to sell,Interested audience,Legal permit
MC,,1,Analyzing data with Simpson's Paradox in mind can help account for,1,unconsidered variables or dimensions.,human error.,inconsistencies in data generation.,incorrect assumptions.
MC,,1,Businesses can use data mining to,2,show why information is valuable.,see patterns within data.,eliminate the need to understand data.,make decisions for them.
MC,,1,A growing trend that is influencing the way that many companies do business is the concern for,1,protecting the environment.,distributing the wealth.,monitoring the economy.,regulating the government.
MC,,1,"Statistical data revealed that Zane Industries sold 32% more of the Model EQ2 desktop photocopier last year after it made changes to increase the photocopier's speed and refine its print quality. In this situation, the statistical findings helped the company determine that",2,its sales forecasts were inaccurate.,product improvements helped boost sales.,research and development expenses exceeded the budget.,the company achieved its sales goals.
MC,,1,A company trains its human resources department in how to handle emergency situations. Is this an example of operations management?,2,"Yes, because the human resources department is considered an outside customer.","Yes, because it involves the operational aspects of safety and security.","No, because the human resources department does not interact with outside customers.","No, because the human resources department does not use operations."
MC,,1,Which of the following situations is an example of a hazard that affects the safety of the workplace:,3,Wide aisles to accommodate foot traffic,Proper lighting throughout the building,Boxes stacked in front of a fire exit,Secure locks on the building's exterior doors
MC,,1,Which of the following situations may represent a risk to the business:,4,A regular customer is impatient when the cashier takes a telephone order.,A regular customer brings a new neighbor to shop at the business.,A new customer with a check provides a piece of photo identification.,A new customer's check is for an amount larger than the purchase total.
MC,,1,What do managers often use to evaluate project results?,4,Activities,Techniques,Resources,Standards
MC,,1,A materials and notions buyer who purchases more zippers and buttons from a supplier to replace depleted inventory is placing a,2,production requisition.,reorder.,back order.,line requisition.
MC,,1,Stan is a small-business owner who is always looking for ways to increase his company's ability to do the job right the first time. He listens to his staff members' suggestions and implements many of their ideas for improvement. What is Stan doing?,1,Creating a quality culture,Developing new products,Supporting external resources,Reorganizing priorities
MC,,1,Which of the following is one of the biggest expenses that employees can help a business control:,3,Rent,Advertising,Payroll,Taxes
MC,,1,Cathy is allowing her four friends to pick out a skirt for her at the mall—with one request: that all four friends agree about the selection. Which style of decision-making is Cathy asking her friends to use?,2,Minimum,Maximum,Medium,Moderate
MC,,1,Why do we need creativity?,2,It indicates one's intelligence.,It moves the world along.,It shows businesses which employees can think in concrete terms.,It helps businesses to identify employees who will succeed in performing routine tasks.
MC,,1,"If individuals enjoy operating machinery, driving vehicles, or using tools, they might consider a career that involves working with",1,things.,animals.,people.,information.
MC,,1,"Javier had an interview with a potential employer, Dan Martinez. The interview was pretty casual and informal. How should Javier begin his thank you note?",4,He doesn't need to send a thank you note for a casual interview.,Dear Dan,Hi Dan,Dear Mr. Martinez
MC,,1,Which of the following provides a business's employees with a foundation for acceptable behavior in the workplace:,1,Rules of conduct,Organizational chart,Grievance procedures,Articles of incorporation
MC,,1,The ability for marketers to think fast on their feet is most associated with,1,decision-making.,creativity.,people skills.,people knowledge.
MC,,1,The price function often influences the place function by determining,3,how the product is advertised.,why the product is shipped.,where the product is sold.,when the product is made.
MC,,1,In which of the following situations might loss-leader pricing be illegal:,3,Customers pay a premium.,Businesses make a large profit.,Products are sold below cost.,Competitors match the price.
