MC,,1,An employer may be liable for an employee's tort when the employee's actions occur,1,within the scope of his/her employment.,under emotional stress.,within normal operating hours.,without the employer's knowledge.
MC,,1,"In a contract, what one party gives or receives in exchange for something else is an example of",4,acceptance.,agreement.,compensation.,consideration.
MC,,1,What do federal regulations concerning workplace issues require businesses to provide to qualified individuals with disabilities?,3,Compensation packages,Preferential treatment,Reasonable accommodations,Psychological counseling
MC,,1,Which of the following forms of business ownership has the most potential for financial power:,3,Sole proprietorship,General partnership,Corporation,Limited liability partnership
MC,,1,"A business withholds $156 per month from an employee's paycheck for federal taxes, $112 per month for retirement and disability funding, and $26 for health care. What is the total amount the business must report to the government and pay each year for that employee?",3,"$3,520","$3,258","$3,528","$3,126"
MC,,1,The most likely channel of distribution to be used by a manufacturer of machine parts is,1,producer to industrial distributor to user.,manufacturer to industrial user to retailer.,producer to distribution (transfer) company.,industrial warehouse to agent to user.
MC,,1,Businesses regularly meet with channel members to discuss problems and improve performance in order to develop,4,routine buying procedures.,cost-effective inventories.,transportation systems.,long-term partnerships.
MC,,1,Who is responsible for planning and directing activities that enhance the business's relations with its customers?,1,Managers,Coordinators,Sales staff,Frontline employees
MC,,1,Southwest Airlines expects its employees to reinforce the company's brand promise—high-quality customer service—at all times. Which of the following is the most significant aspect of the brand promise for all Southwest employees to remember?,2,Profit maximization,Consistent follow-through,Ongoing promotion,Long-term planning
MC,,1,Two businesses that are involved in used-auto sales are considered to be,1,direct competitors.,monopolies.,partnerships.,unfair competitors.
MC,,1,The primary purpose of most government regulation of consumer products is to,1,protect consumers.,increase prices.,protect producers.,increase production.
MC,,1,Which of the following is the ultimate goal of selling ideas to others:,2,Developing your leadership and presentation skills,Gaining enthusiasm and engagement from teammates,Receiving recognition for your idea from your team,Obtaining a promotion or a raise because of your idea
MC,,1,"Pedro wants to negotiate with his supervisor to gain more responsibilities at work. Before approaching his supervisor, Pedro needs to determine the supervisor's position and",3,standards.,skills.,interests.,procedures.
MC,,1,Team building within an organization often includes,3,staffing.,recruiting.,training.,interviewing.
MC,,1,A CEO wants to create a company culture that values learning and cooperation. The CEO should,4,use a functional organizational structure.,replace current employees with friends.,set high sales quotas to motivate employees.,share best practices with the staff.
MC,,1,What is necessary for goods and services to exist?,1,Entrepreneurial discovery,Product standards,Demographic changes,Raw materials
MC,,1,Landon started a furniture manufacturing company several years ago and is considering expanding his product line to attract new customers. Landon is currently evaluating the company's existing resources to determine ways that he can apply his current capabilities to new product opportunities. What type of analysis is Landon conducting?,1,Inside-out,External-focus,Competitive,Cultural
MC,,1,"At the end of a feasibility study, owners/managers may decide to",1,postpone the venture until a later time.,pass the results along to competitors.,run the study a second time.,switch industries.
MC,,1,"When planning for her new business, Janine allocates 2% of the company's estimated annual sales to web and newspaper advertising. Janine is developing a",1,promotional budget.,sales report.,competitive analysis.,publicity plan.
MC,,1,Costs of sales for a new manufacturing venture typically include,4,"Internet access, attorney fees, and sales lead lists.","trade show attendance, raw materials, and equipment.","trade show attendance, product inventory, and Internet access.","raw materials, equipment, and product inventory."
MC,,1,Assessing a new business venture's ability to produce and deliver goods requires evaluating,3,legal risk.,financial risk.,operational risk.,competitors.
MC,,1,A business should seek legal protection for its intellectual property to discourage,4,the development of licensed and artistic works.,the competition from developing new products.,individuals from filing unnecessary lawsuits.,others from using it without permission.
MC,,1,"Other than money, an entrepreneur might select a private investor to finance a business venture because the investor has",2,a proven track record for business failure.,expertise that the entrepreneur lacks.,a desire to risk personal integrity.,indecisive personality traits.
MC,,1,Which of the following is a sign that a company may need to hire more employees:,4,Employees are happy with working conditions.,Employees are underworked.,Company revenue is below target.,The company is often unable to meet its deadlines.
MC,,1,What is the most important factor that Jillian should consider when she selects the photocopier for her new company?,3,Unit appearance,Taxation,Usage,Business location
MC,,1,Sally wants to incorporate her company and contracts a law firm to handle the legal aspects of the process. This is an example of,3,staffing.,exporting.,outsourcing.,designating.
MC,,1,"Jason is evaluating a venture opportunity that involves acquiring a large sum of funding from a lending institution, which poses a(n) __________ risk.",4,low professional,insignificant financial,moderate professional,high financial
MC,,1,Which of the following terms best describes the overall procedures that guide a small business's activities by standardizing the way the business functions:,2,Credit,Operating,Safety,Hiring
MC,,1,A small-business owner who uses the brainstorming technique to find solutions to difficult situations is trying to,4,intentionally prevent conflict.,assess long-term budgets.,plan contract negotiations.,creatively solve problems.
MC,,1,"Which of the following is a personal factor that entrepreneurs should consider when developing their exit strategies, or plans to leave their businesses:",1,Lifestyle changes,Sales forecasts,Interest rates,Industry standards
MC,,1,In which of the following situations is a business paying more for insurance than it should:,4,"Premium is $1,000 a year for liability coverage of $100,000.",Property is essential to the operation of the business.,Replacement cost is more than purchase price of property.,"Premium is $500 a year on property valued at $2,000."
MC,,1,What documents will you access to determine cash receipts from customers when preparing cash flow statements?,1,Income statement and accounts receivable,Balance sheet and accounts receivable,Income statement and accounts payable,Balance sheet and accounts payable
MC,,1,Which of the following is an example of how managerial accounting is used as a measurement of performance:,3,Estimating the benefits and costs of different business opportunities,Evaluating whether company goals are realistic,Comparing the actual results of operations to budgeted figures,Planning how much to sell to achieve profits
MC,,1,Businesses applying for credit from financial institutions often must prove their ability to,3,take risks.,prepare budgets.,earn profits.,sell assets.
MC,,1,Why would a business owner consider developing a relationship with a virtual bank?,1,It might offer lower rates on loans.,It is located in the same community.,It has convenient daytime hours.,It is not controlled by regulations.
MC,,1,A risk that the owners of new businesses often encounter when obtaining credit from a financial institution is the requirement that they,1,give personal guarantees.,pay processing fees.,open savings accounts.,accept high interest rates.
MC,,1,"Lina applied for a loan at her local bank to start a new bakery, but her application was denied. She has a strong credit history, owns real estate, and has a significant amount of cash in her bank account. Based on this information, her loan was most likely denied because",1,she did not provide strong references.,she did not network with the bank employees.,she does not have collateral.,she has not repaid her debts in a timely manner.
MC,,1,"An established company has achieved a steady, positive cash flow. Which of the following types of funding is it most likely to rely on for unexpected expenses:",4,The company's capital structure,Collateral,Venture capital,A business line of credit
