MC,,1,A financial institution fails to comply with an important government regulation. The financial institution will most likely,2,get a better reputation.,pay a fine.,gain new business.,avoid an audit.
MC,,1,Incorporating technology into compliance is a way for organizations to,1,reduce costs.,improve customer experience.,increase staff.,avoid the effects of regulation.
MC,,1,What type of debtor-creditor relationship involves the acquisition and use of credit cards?,3,Customary,Unintentional,Voluntary,Implied
MC,,1,Environmental law attempts to protect,3,corporations from the environment.,people from the environment.,the environment from damaging actions.,corporations from the government.
MC,,1,"Last week, a man who frequents Alice's health club and goes to the same church approached her and struck up a conversation. After a bit of small talk, the man said that he would love to help Alice earn some money in the stock market. ""You can trust me,"" the man said. ""We go to the same church and the same gym. In fact, our minister and the manager of the gym just gave me a ton of money to invest for them!"" The man is attempting to commit __________ fraud.",1,group affinity,natural resource investing,private placement offering,life settlement
MC,,1,Which of the following statements best describes the taxation of Roth IRAs:,4,Contributions and withdrawals during retirement are tax deductible.,"Contributions are tax deductible, but withdrawals during retirement are taxed.",Contributions and withdrawals during retirement are both taxed.,"Contributions are taxed, but withdrawals during retirement are not."
MC,,1,Paula asks herself questions such as “What do I want to get out of this article?” and “What are the main points of this article?” whenever she reads an article while conducting research. Paula is using __________ techniques.,4,professional editing,prospecting,summary close,active reading
MC,,1,"Ethan is writing an outline for an oral presentation he will give in his business class. He knows that if he wants his speech to be effective, he needs to start with a single, complete statement of his main idea, also known as a",4,transition.,conclusion.,visual aid.,thesis.
MC,,1,"When giving a presentation, you might use graphic aids to",1,enhance your presentation.,eliminate the need to speak.,distract your audience.,make the presentation longer.
MC,,1,What component is important to include in all types of inquiry letters?,1,Contact information,Personal qualifications,Project specifications,Attention-getting title
MC,,1,"When writing an executive summary, be sure that you",4,include every point from the full report.,use as much business jargon as possible.,make the summary at least 1/10th as long as the full report.,target people who don't have time to read the full report.
MC,,1,"In corporate governance, oversight of management, segregation of control, and policy development are all examples of",3,external control mechanisms.,tasks of the board of directors.,internal control mechanisms.,transparency in management.
MC,,1,"To participate effectively in a staff meeting, you should",3,answer emails during slow points so you don't waste any company time.,bring up any personal concerns so that they can be discussed with the group.,read important documents and do research ahead of time so you're prepared.,share your opinion on each topic discussed so your manager knows you're paying attention.
MC,,1,Positive customer relations can boost productivity by,3,attracting new customers.,creating new manufacturing processes.,avoiding wasted time and resources.,cutting down on equipment costs.
