MC,,1,A business that fails to protect its employees from unnecessary risk or health hazards on the job may be sued for,3,libel.,misrepresentation.,negligence.,incompetence.
MC,,1,"What requirement of a legally enforceable contract requires that both of the parties who are entering into the contract are sane, sober, and of legal age?",3,Genuineness of assent,Consideration,Capacity,Legality of purpose
MC,,1,The owner receives all of the profits of the business and can act quickly in making business decisions when the form of business ownership is a,4,corporation.,partnership.,joint venture.,sole proprietorship.
MC,,1,Which of the following is the type of tax that businesses are required to collect from customers when they purchase certain goods or services:,3,Estate,Income,Sales,Corporate
MC,,1,Which of the following is a condition that must exist for channels to be effective:,4,Channel members must not share tasks.,They must have at least five members.,Channel members must have varying goals.,They must be properly managed.
MC,,1,Which of the following is a marketing function that can be performed by channel intermediaries:,1,Promoting products,Monitoring union activities,Training employees,Recruiting workers
MC,,1,A manufacturer of dishwashing soap has just invented a new type of soap that cleans better. The manufacturer should choose to distribute the soap through __________ distribution.,1,intensive,exclusive,inclusive,selective
MC,,1,What type of information does a well-written proposal include?,2,Vague goals,Specific benefits,Previous trends,Contingency data
MC,,1,"There are several auto repair shops in town, but Patricia's stands out. Her auto repair shop does great work, but what really sets her shop apart is the customer service. Every customer is greeted by a friendly employee, and s/he is given snacks and drinks while s/he waits for the repairs to be completed. The great customer service that people can expect from Patricia's business is considered her",3,vision.,tagline.,brand promise.,mission statement.
MC,,1,Financial loss from investing time and money to comply with accounting standards is an example of which strategic risk:,3,Changing customer needs,Reputation damage,Regulatory and political issues,Obsolescence
MC,,1,The government's mandating the use of unleaded gas in new cars is an example of,2,protecting specific businesses.,protecting the environment.,stabilizing the economy.,providing public goods.
MC,,1,What type of business usually experiences economies of scale due to expanded operations?,1,Large manufacturing plant,Monopoly,Individual financial planner,Small local retailer
MC,,1,Businesspeople who respect the unique customs and habits of their foreign customers are exhibiting,3,communication skills.,stereotypical behavior.,cultural sensitivity.,language differences.
MC,,1,"“Yes, you'll save money instantly” is an example of a statement with",3,threatening language.,an impersonal message.,persuasive words.,body language.
MC,,1,Which of the following is a characteristic of a self-confident leader:,3,S/He has the ability to share a vision.,S/He is truly invested in the work team.,"S/He is decisive, even in uncertain circumstances.",S/He demonstrates empathy.
MC,,1,"Why is it important for team members to feel a sense of ""ownership"" and engagement in the vision?",1,It's the only way they will become committed to it.,Leaders cannot force compliance from them.,They cannot be creative otherwise.,They are responsible for determining the vision.
MC,,1,Which of the following statements is true regarding stakeholder expectations:,1,Each group of stakeholders has different needs and expectations.,Stakeholder expectations are always financially driven.,All stakeholders want to exert authority over employees.,Stakeholder expectations always come second to customer needs.
MC,,1,"Julio is starting a new business, and he has formed relationships with several successful local business owners. Which of the following is the best way to leverage these relationships to help his own business succeed:",4,Gaining inside marketing information,Persistently asking those business owners to invest in his company,Attending trade shows and conferences to make new connections,Sharing those businesses' content on social media
MC,,1,Hazel started her own childcare network where she connects families to available babysitters at her school. Hazel could be described as a(n),4,direct salesperson.,franchiser.,wholesaler.,entrepreneur.
MC,,1,An entrepreneurial business owner must,4,dislike business planning.,be independently wealthy.,desire regular 40-hour work weeks.,have an adventurous spirit.
MC,,1,What is one reason that it is easier than ever for small businesses to engage in international trade?,2,Decreasing international middle class,Technological advances,Language barriers,Increased regulation
MC,,1,Which of the following is a global trend that might encourage an entrepreneur to consider international business opportunities:,2,Higher allowances,Lower tariffs,Enforceable trade agreements,Flexible currency rates
MC,,1,Mara is facilitating a group brainstorming session to generate new product ideas for the company. Which of the following attitudes is important for Mara to demonstrate?,2,Judgmental,Neutral,Passive,Authoritarian
MC,,1,Landon wants to start a home-based T-shirt printing business. Which of the following are the most critical equipment and supplies that Landon will need to get his business up and running?,4,"T-shirts, thread, and display cases","Printing machine, display cases, and T-shirts","Artwork, T-shirts, and thread","T-shirts, printing machine, and artwork"
MC,,1,A small-business owner might register for trademark protection for the company's,4,computer software.,invention.,trade secret.,logo.
MC,,1,Evan does not want the legal obligation of repaying a loan and is willing to share profits with others. Which of the following options is Evan most likely to select to fund a new venture:,1,Private equity,Collateral savings,Trade credit,Community bank
MC,,1,What is a primary factor that small-business owners should consider when deciding to hire additional staff members?,2,Interview techniques,Payroll expenses,Training methods,Product standards
MC,,1,"Al is thinking about moving his company's headquarters to another city, which would be expensive but closer to the raw materials needed for manufacturing. The benefit in moving is",2,demand.,proximity.,feasibility.,independence.
MC,,1,All of a firm's activities and how they function in relation to one another are known as,1,business operations.,efficiency standards.,communication goals.,desired outputs.
MC,,1,"Because the MBC Company has one location that services the eastern part of the country and another location that services the western part of the country, the company's work flow is organized by",4,relationship.,work teams.,authority.,territory.
MC,,1,Looking at problems from various points of view helps a small-business owner develop,2,practical arguments.,creative solutions.,unnecessary conflicts.,unpredictable results.
MC,,1,Ellen wants to step back from the day-to-day activities of running her company. She decides to take the company to another level by selling public stock. One way Ellen can stay involved in the company is by,3,arranging a tactical acquisition.,appointing a family member as president.,serving on the board of directors.,hiring her successor.
MC,,1,Which of the following categories of information are found on a balance sheet:,2,"Income, expenditures, profit","Assets, liabilities, owner's equity","Assets, liabilities, margin","Revenues, expenses, profit"
MC,,1,The balance sheet has a close relationship with the company's,2,mortgage.,income statement.,fair market value.,statement of financial position.
MC,,1,Which of the following phrases effectively describes a business's income statement:,4,Income preview,Budget estimate,Cash-flow report,Financial picture
MC,,1,Managerial accounting differs from financial accounting because managerial accounting,1,helps people within a business rather than outside of the organization.,does not focus on planning and budgeting.,is governed by federal regulation.,has less impact on decision-making.
MC,,1,One reason why banks might be reluctant to lend money to a start-up business is because the business,3,has a solid business plan.,will not have collateral.,has no record of repaying loans.,must incorporate first.
MC,,1,"When a business has been running successfully for several years, what would be a probable next financial step?",1,Purchasing a second location,Acquiring start-up funds,Deciding on financial goals,Determining product prices
MC,,1,Marginal analysis is a cost/benefit decision process that seeks to determine,4,the best qualities to look for in potential employees.,how a manager can cut costs.,the likely returns on a new investment.,profit-maximizing quantity of output.
MC,,1,What sales forecasting technique creates accurate forecasts for individual products?,1,Sales force composite,Delphi,Survey of buyer intentions,Jury of executive opinion
MC,,1,An example of an operating expense that is included in a business's income statement is,3,inventory.,purchases.,commissions.,allowances.
MC,,1,Which of the following financial analysis methods is used to show the relationship of each component to the total within a single financial statement:,4,Fundamental analysis,Horizontal analysis,Industry analysis,Vertical analysis
MC,,1,What staffing activity involves seeking out and attracting qualified potential job candidates?,2,Training,Recruiting,On-boarding,Interviewing
MC,,1,"To screen job applications and employment résumés, a business might use computer software that conducts text searches to scan for",4,typographical errors.,salary requirements.,numerical ratings.,key words.
MC,,1,Which of the following is a benefit of hiring the right employee for a job:,4,Increased employee turnover,Increased risk of poor job performance,Decreased employee morale,Decreased cost of selection
MC,,1,One of the advantages to businesses of training staff is that it tends to increase,1,employee satisfaction.,operating expense.,compensation.,feedback.
MC,,1,Which of the following is an example of an employee complaint that is related to a coworker:,3,Sam complains to his production manager that the new materials are jamming the equipment.,Kelly advises Joe that a flaw in the computer system is creating inefficiencies in her department.,Ann tells her boss that Brad talks loudly on the phone and distracts her ability to focus on work.,Mario confides in Paige that he disagrees with the wage freeze that the company has instituted.
MC,,1,"XYZ Company is interested in developing, producing, and selling a new product. Before it does so, the company spends six months conducting marketing research. What are the primary advantages of this course of action?",4,To delay the production process and increase labor costs,To increase costs and determine consumer dislikes,To predict trends and provide information to customers,To determine customer preferences and minimize losses
MC,,1,Which of the following is essential to all marketing research:,3,Frequency,Primary data,Accuracy,Secondary data
MC,,1,The marketing function that helps marketers make decisions about what and to whom to sell is,1,marketing-information management.,product/service management.,transportation.,promotion.
MC,,1,A neighborhood grocery store has added a bakery. What element of marketing should the store use to attract customers from surrounding areas?,4,Product,Price,Place,Promotion
MC,,1,"In order for a market to exist, consumers must have an unfulfilled desire for a product and",3,know who makes the product.,know where the product is sold.,have financial resources.,have a specific brand preference.
MC,,1,An important criterion to consider when identifying market segments is the __________ of the market.,2,age,size,gender,occupation
MC,,1,What is a potential weakness a manager might identify in a SWOT analysis?,2,High-quality products,Lack of management depth,Competitors failing,Low-cost foreign competition
MC,,1,"As part of their marketing plans, what do businesses develop first that are intended to lead to increased sales and revenue?",1,Objectives,Strategies,Tactics,Activities
MC,,1,Which of the following is a specification that a business might establish for selecting spreadsheet software programs:,2,Electronically communicate data,Graphically display financial information,Regularly organize customer information,Digitally produce marketing data
MC,,1,How long are businesses required to keep their records?,2,On a seasonal basis,Varies greatly,Indefinitely,One year
MC,,1,Businesses often conduct environmental scans to determine if they should,2,make staffing adjustments.,expand into other markets.,follow government regulations.,improve their computer systems.
MC,,1,What is a benefit to a tour operator who makes business decisions by analyzing statistical information?,1,Improved performance,Lower demand,Increased competition,Lower outputs
MC,,1,"Because operations managers control so much of a business's money, they must focus on",1,keeping costs low.,hiring the best employees.,creating effective advertising campaigns.,generating publicity.
MC,,1,Obtaining goods that will satisfy the needs and wants of a business's customers is a function of,4,advertising.,selling.,marketing.,purchasing.
MC,,1,Why is it important for businesses to have efficient production?,1,To be competitive,To remain flexible,To pay employees,To buy resources
MC,,1,What do managers need to do to develop and maintain the level of quality that customers expect?,2,Obtain industry information,Monitor all aspects of the business,Consider the type of competition,Prepare an operating budget
MC,,1,Expenses such as payroll and rent that are necessary to the running of a business are called __________ expenses.,1,operating,fixed,variable,liability
MC,,1,"A business negotiates a two-year lease on 2,250 square feet of space for $2.60 per square foot with an option on a third year at a 5% increase in rent. What will the monthly rent be if the business extends the lease for a third year?",4,"$6,265.50","$5,976.00","$5,850.00","$6,142.50"
MC,,1,Most company budgets are based on,3,net profit.,expenses.,sales.,gross profit.
MC,,1,Which of the following situations would supply chain managers encounter during the final stage of supply chain management:,1,A customer returns a defective product.,The company finds reliable suppliers.,The business plans to deliver goods to customers.,Managers develop a supply chain strategy.
MC,,1,What is Claire doing when she reviews a report that compares the purchase transactions of the company's four largest customers?,1,Conducting a sales analysis,Preparing a purchasing forecast,Organizing an inventory report,Analyzing service performance
MC,,1,Business process thinking is meant to help companies,1,achieve goals and serve customers.,hire employees and fill roles.,process payroll and compensate employees.,enforce safety standards.
MC,,1,"When bottlenecks in business processes develop that cause a company to miss deadlines and waste resources, an effective manager would most likely choose to",2,invest in quality control.,redesign the business processes.,implement an employee incentive program.,speed up production.
MC,,1,One of the main external factors that may cause a firm to change its business processes is,2,desire for growth.,competition.,low employee morale.,high operating costs.
MC,,1,"Sandra is a manager at a distribution plant. Lately, her customers have been complaining about timely deliveries. Which area of the business does Sandra need to focus on to ensure on-time delivery?",3,The sales force,Inventory control,Supply chain management,Production
MC,,1,Which step of the decision-making model involves identifying what you want to do?,4,Gathering the information you need,Establishing decision criteria,Determining what you need to know,Pinpointing your objective
MC,,1,Which of the following is a benefit of corporate governance:,1,It encourages transparency.,It decreases investor confidence.,It creates a less definable brand.,It maximizes corruption.
MC,,1,Members of a board of directors are,2,required to be stockholders.,elected by stockholders.,a business's vendors.,not able to make decisions.
MC,,1,Which of the following most likely led to a greater emphasis on governance structures in recent years:,4,New technology in the industry,Competitor saturation,Stock market crash,Accounting fraud
MC,,1,Performances standards should be,3,informally discussed.,subjective.,measurable.,extremely challenging.
MC,,1,"Product pricing is affected by transportation costs, which are factors related to the marketing element of",3,competition.,promotion.,place.,selling.
MC,,1,"Companies X, Y, and Z determine the selling price of widgets because these companies are the only ones who market widgets. This is an example of",2,monopolistic competition.,an oligopolistic market.,pure competition.,a true monopoly.
MC,,1,"When evaluating customers' experiences, a company should keep in mind that customers are most often influenced by their interactions with the company's",4,negotiation committee.,suppliers.,labor union.,employees.
MC,,1,Having a narrow product mix allows a company to,1,specialize in specific product lines.,mass market its products.,produce less efficiently.,appeal to customers with a variety of needs.
