MC,,1,"Brix Beauty Salon used a celebrity's name and photograph in a recent newspaper advertisement, even though the celebrity had not given Brix permission to use her name and likeness. What tort did Brix Beauty Salon commit?",3,Defamation,Wrongful interference,Appropriation,Conversion
MC,,1,Jake wanted to run his own business but was unsure that he had adequate business skills to be successful. Which type of business would give Jake the help he needs?,1,Business-format franchise,Sole proprietorship,Private corporation,Product trade-name franchise
MC,,1,Which of the following is an example of insider trading:,1,A senior manager tells a stakeholder that the government did not approve a new product,A bank manager reveals to a customer that the interest rates for 30-year-mortgages have,A financial planner advises a client to invest a certain percentage of her/his money in a closed-,A company's chief executive officer provides the company's financial auditor with material or
MC,,1,A public corporation's board of directors has the fiduciary responsibility to ensure that the company makes decisions that protect the financial interests of,4,government entities.,board members.,the community at large.,all shareholders.
MC,,1,Which of the following is a characteristic of the illegal practice of affinity fraud:,3,Fails to offer testimonials during sales pitches,Primarily involves buying and selling commodities,Targets identifiable groups of people,Pays a minimal dividend to encourage additional investment
MC,,1,The government does not tax the money placed in an individual retirement account (IRA) until it is withdrawn for its designated use. This money is an example of,3,dual taxation on earnings.,capital gains revenue.,tax-deferred income.,tax-exempt funds.
MC,,1,"After finding several inconsistencies with its financial data, the MSV Company hired a compliance officer to monitor its financial processes and to ensure that the company is complying with regulations. What type of internal control has the business implemented?",1,Corrective,Preventative,Product,Conditional
MC,,1,What is an advantage to businesses of using virtual-auditor technology?,3,The capability of streamlining workflow,The ability to monitor competitors' strategies,The continuous inspection of transactional data,The unlimited access to credit information
MC,,1,Using technology applications to ensure compliance of financial information is beneficial to businesses because many of the applications can,2,evaluate compliance problems with data provided by competitors.,detect compliance inconsistencies across different jurisdictions.,correct human-resource problems.,improve product quality and satisfaction levels.
MC,,1,You can most effectively follow written directions by,1,completing steps in the order written.,reading the directions while you are distracted.,following steps in any order you choose.,completing the first step without reading the others.
MC,,1,"Jacob was nervous about making his valedictorian speech, but when he stood up to walk to the podium, the audience cheered and gave him a standing ovation, which helped him relax and enjoy the moment. What was the audience doing?",3,Exhibiting unprofessional behavior,Mocking the speaker,Encouraging the speaker,Engaging in passive listening
MC,,1,An example of a physical communication barrier is,2,bias.,noise.,personal background.,emotional perceptions.
MC,,1,What should Isabella use to help her remember the most important points of her business presentations?,1,Note cards,Flash cards,Storyboards,Memo boards
MC,,1,Effective note-taking involves summarizing key concepts in ways that,3,make sense to the speaker.,reflect proper punctuation and grammar.,are meaningful to the notetaker.,include personal opinion and bias.
MC,,1,Which of the following is an example of a simple written report that a business might prepare on a regular basis:,2,Results of a research study,Minutes of a staff meeting,Findings of a major investigation,Analysis of a publicity campaign
MC,,1,Many businesses try to foster positive customer/client relations by encouraging employees to be,2,talkative.,friendly.,reserved.,authoritative.
MC,,1,Which of the following statements about customer relationship management (CRM) is true:,2,A business has implemented a CRM program if it is providing good customer service.,A primary goal of CRM is to maximize the long-term value of customer relationships.,Price is the most important factor in building a long-term buyer/seller relationship.,Organizational culture has little effect on a customer's experiences with a business.
MC,,1,"While Tobi is in the middle of an important meeting with some new clients, her assistant steps into the room to let Tobi know that her biggest customer, Mr. Williams, is on the phone with some questions about his account. It is 3:30 p.m. What should Tobi do?",3,Ask her assistant to handle Mr. Williams' call and answer his questions,Ask the new clients to take a break so that she can take the call immediately,Ask her assistant to inform Mr. Williams that Tobi will return his call at 5:00 p.m.,Invite the new clients out for dinner and call Mr. Williams in the morning
MC,,1,Customer Relationship Management (CRM) data are sometimes called “perishable” data because the data,4,often contain junk or garbage.,are often duplicated.,may be non-standardized or unformatted.,can become inaccurate over time.
MC,,1,"For her best friend's birthday, Keisha is shopping for a unique item—no substitute will do, and price is no object. What type of item is Keisha shopping for?",3,Shopping,Convenience,Specialty,Industrial
MC,,1,"As a product's price decreases, the quantity demanded will generally",1,increase.,decrease.,lessen.,stabilize.
MC,,1,One reason that businesses use a matrix organizational design is to,1,share human resources.,improve employee productivity.,segment areas of expertise.,standardize business tasks.
MC,,1,Which of the following situations would most likely indicate the need to adapt to changes in the business environment:,4,The business has experienced little employee turnover during the past year.,The number of your business's competitors has decreased.,The demand for your product is stable.,The supply of materials used in manufacturing a product has decreased.
MC,,1,A positive effect that productivity has on a business is helping it to,3,determine the health of the country's economy.,increase the standard of living for consumers.,gain a competitive advantage over other businesses.,provide a wealth of goods and services to consumers.
MC,,1,Increased consumer spending indicates that the economy is stable and growing because increased spending leads to an increase in,4,scarcity of resources.,interest rates.,unemployment levels.,demand for products.
MC,,1,Nations that buy and sell essential goods and services from and to each other are,3,democratic.,isolationists.,interdependent.,competitors.
MC,,1,Which of the following actions is something a positive person would do:,1,Listen and pay attention while a coworker speaks,Blame a mistake on a coworker,Complain about running into traffic on the way to work,Hold a grudge against a friend who messed up
MC,,1,"Stacie doesn't give in to her impulses of anxiety or anger; instead, she directs and controls her emotions effectively. What component of emotional intelligence does Stacie demonstrate?",3,Social awareness,Self-awareness,Self-management,Social management
MC,,1,A dream that has a chance of becoming a reality with hard work and determination is an example of a(n),4,mission.,idea.,goal.,vision.
MC,,1,Does political behavior within a business usually create negative outcomes?,3,Yes. Employees tend to further their careers by using backstabbing tactics against coworkers.,No. Most organizations have policies that limit the use of political tactics in the workplace.,"No. In many situations, groups can influence management to make positive changes.","Yes. Organizational politics usually lead to the formation of exclusive groups, which reduces"
MC,,1,Organizational culture is influenced by management's values and,3,customers' actions.,shareholders' ideas.,employees' perceptions.,competitors' policies.
MC,,1,Which of the following statements about understanding your spending habits is true:,4,The last step in creating a financial plan,A key aspect in exceeding financial goals,A key aspect of opening a bank account,The first step in creating a financial plan
MC,,1,"Cheryl invested $6,000 in the stock market. During year one, her $6,000 grew to $6,600. The year after that, her $6,600 turned into $7,260. Cheryl's monetary gains are the result of",2,phishing.,compounding.,diversifying.,market timing.
MC,,1,Which of the following is a true statement about saving and investing:,4,You typically earn more interest on savings accounts than long-term investments.,The need to save and invest is unrelated to the impact of inflation.,Your spending habits have a minimal impact on the amount of money that you save.,A key factor to long-term financial well-being is to start saving and investing early on.
MC,,1,Individuals can verify the accuracy of their credit histories by reviewing a __________ that is obtained from a ___________.,3,lending statement; tax agency,bank statement; financial institution,credit report; credit bureau,credit certificate; credit union
MC,,1,Which of the following statements about deposit-taking financial institutions is true:,1,"A deposit-taking institution's primary liabilities are checking accounts, savings accounts, money","When a saver deposits funds, s/he receives a claim on the individual or firm to whom the",The Small Business Administration and the Federal Housing Administration are examples of,Two types of commercial banks are mutual savings banks and savings and loan associations
MC,,1,"Frankfort and Sons, an American firm, is preparing to issue bonds overseas. Even though the bonds will be sold outside the U.S., they will be denominated in American dollars. These bonds are called",3,Interbonds.,Yankee bonds.,Eurobonds.,Savings bonds.
MC,,1,Which of the following are common categories of commodities:,4,"Metals, grains, and consumer goods","Energy, metals, and consumer goods","Energy, grains, and consumer goods","Energy, metals, and grains"
MC,,1,Which of the following is a drawback of convergence and consolidation in the finance industry:,4,Increased liquidity constraints,Fewer different products,Fewer customer loans,Increased customer risk
MC,,1,Which of the following is an example of convergence in the finance industry:,3,Independence Insurance Company acquires NetAutoInsurance.com.,Constitution Savings and Loan merges with Adams Community Bank.,United Federal Bank merges with Provincial Insurance Company.,Chase Schwartz Financial Consultants acquires Dollar-Wise Financial Services.
MC,,1,Under what circumstances would stock prices increase?,3,When interest rates increase,During times of high unemployment,When consumer spending increases,During a bear market period
MC,,1,What type of economic indicator are nominal interest rates?,2,Countercyclic and lagging,Procyclic and coincident,Procyclic and lagging,Countercyclic and coincident
MC,,1,"When an emerging market suffers an economic decline, foreign investors usually",2,use the opportunity to invest more in the emerging market.,quickly withdraw their money from the emerging market.,help the emerging market to recover economically.,pay less for each transaction in the emerging market.
MC,,1,Financial globalization tends to cause an increase in,2,investors' exposure to business cycle risks.,herd behavior among investors.,taxes on international transactions.,limits on foreigners' access to domestic markets.
MC,,1,Form 10-K is most like,2,Form 10-Q.,the annual report.,the bottom line.,the cash flow statement.
MC,,1,Which financial statement should an investor use to quickly determine a company's “bottom line”?,1,Income statement,Cash flow statement,Balance sheet,Statement of retained earnings
MC,,1,What might a dividend payout tell you about a company?,2,It's trying to rid itself of cash.,It's a well-established company.,It's reinvesting its profits back into the business.,It's paying back a loan.
MC,,1,Which of the following is an advantage of a money market account over a savings account:,2,Money market accounts provide corporate ownership rights.,You can often write checks from a money market account.,The rate of return is significantly better.,Money market accounts are insured by the FDIC.
MC,,1,Which of the following activities is part of accounting:,4,Making decisions based on financial information,Creating financial information,Developing marketing campaigns based on financial information,Gathering financial information
MC,,1,Which of the following is one of the components of a business's cash payments:,4,Interest from loans,Previous month's balance,Total credit sales,Cost of goods
MC,,1,Which of the following groups of people is most likely to be interested in the statement of changes in equity:,2,Customers,Investors,Competitors,Employees
MC,,1,Lauren must determine which of two furniture suppliers is more cost-effective for her company. What type of cost should she analyze?,1,Differential cost,Sunk cost,Indirect cost,Imputed cost
MC,,1,How can the owner of the Rainy Day Café figure out how much money she will make by adding a new salad to the menu?,2,Discover sunk costs,Perform marginal analysis,Eliminate indirect costs,Determine labor costs
MC,,1,A managerial accountant can help a company market its products by,3,developing a target market analysis.,determining whether to make or buy a component.,examining the relevant costs of advertising options.,creating a budget for hiring increases.
MC,,1,Which of the following examples best illustrates the purpose of variance analysis:,1,Carter determined that storage costs exceeded the budgeted amount.,Shamaya figured out which product line would be most profitable.,Tariq made suggestions to his manager regarding pricing strategy.,Eileen informed her manager how much money was left for travel.
MC,,1,Kenneth is easily able to guide the actions of his employees by referring to his budget. This is an example of which function of budgets?,4,Monitoring,Planning,Controlling,Directing
MC,,1,"In managerial accounting, the number of hours that a business runs its machinery during the production process is classified as a(n)",2,production output.,cost driver.,unexpected expense.,inflexible transaction.
MC,,1,What is a possible reason for not allocating costs?,4,Costs are not high enough to be allocated.,A cost is fixed rather than variable.,The budget has already been exceeded.,A cost is not controlled by any department.
MC,,1,"You received a check on your birthday for $2,000. If you invest it at an annual rate of 3%, how much will it be worth in a year?",3,"$6,000","$2,000","$2,060","$2,600"
MC,,1,Which of the following situations could be prevented through the use of a financial-information management system:,2,A financial institution's server crashing and preventing employees from entering customer,Customer service sending brochures about the company's loans to people who've just taken out,Different versions of a database application being incompatible so that financial information,Elimination of mergers and acquisitions in the finance industry
MC,,1,Which of the following is the most common flaw in financial-information management:,1,Non-financial managers have difficulty accessing needed financial data.,Non-financial managers are bombarded with excess financial data.,Financial-information management personnel often maintain operational data instead of financial,Most large companies do not have a financial-information management system.
MC,,1,"To guard against intentional ethical violations, such as deliberate financial data tampering, an organization should maintain",2,hard copies of all documents.,audit trails of data changes.,an accounts receivable schedule.,daily balance sheets.
MC,,1,A business that has the ability to generate different types of financial reports from a single computer program is using __________ software applications.,2,cost-based,integrated,spreadsheet,simulated
MC,,1,Which of the following is a benefit of financial-information management software:,1,"Provides users with faster, better access to data from multiple sources",Improves productivity by replacing automated activities with manual tasks,Lowers compliance costs by eliminating audit trails and economies of scale,Reduces risk and lowers confidence in the confidentiality and safety of data
MC,,1,Primary functions of basic budgeting software applications include forecasting and,1,debt management.,materials allocation.,scheduling.,sequencing.
MC,,1,Which of the following statements regarding business budgeting software is true:,4,Most budgeting software is appropriate for both business and personal use.,Creating line-item projections using budgeting software is extremely time-consuming.,Budgeting software makes it difficult to adapt to changing economic conditions.,Most budgeting software can be used to measure the impact of different actions on the budget.
MC,,1,"Lawrence's manager asked him to prepare a visual representation of key performance indicators, including cash flow, liquidity, profitability, and liability. Lawrence should use his company's analytic software to create a(n)",3,cost standard.,profit-and-loss statement.,financial scorecard.,operating agreement.
MC,,1,How can lean manufacturing most directly improve the financial status of an organization?,4,Lead times are shorter and responses are quicker.,Quality of products is improved.,Improved customer service cuts expenses.,Reduced waste adds to profit.
MC,,1,Bonnie is responsible for determining whether her firm should extend credit to a potential business customer. The customer's trade reference information should include,1,the current balance that the customer owes to each of its existing suppliers.,the name of the purchasing agent who buys from the business's suppliers.,the articles of incorporation for each of the suppliers.,a list of the items that the business typically purchases from each supplier.
MC,,1,Which of the following is an employee benefit of effective new-employee orientation:,4,Increased compensation,Labor agreement,Added competition,Job satisfaction
MC,,1,Which of the following is the most common reason for businesses to search for ways to make their products better and cheaper:,3,E-commerce,Publicity,Competition,Service marketing
MC,,1,Your friend tells you that reading books is more fun than watching television. This is a(n),3,criticism.,fact.,opinion.,statistic.
MC,,1,Companies are required to manage financial information in specific ways to,4,lessen the effects of information overload.,enable employees to work remotely.,prioritize information in order of importance.,comply with government regulations.
MC,,1,A business is able to search the World Wide Web and jump from one page that is connected to another page by clicking on the,4,symbol.,attachment.,banner.,hyperlink.
MC,,1,The purpose of data normalization is to,1,improve data integrity.,increase data redundancy.,delete conforming data.,remove new types of data.
MC,,1,Which of the following is a primary reason why businesses keep payroll records:,3,Because a governing agency will review the records,Because some employees leave their jobs,Because companies need to document wages paid,Because employees want to know the amounts
MC,,1,"If Delia needs to determine the dollar amount of office supplies that her company purchases from the XRT Company each month, she should review",4,sales reports.,production status reports.,customer invoices.,accounts-payable records.
MC,,1,A business report provides statistical data indicating that the demand for a specific type of product has been increasing between three and six percent over the past several months. This information is useful to companies to,2,decrease costs.,identify trends.,reduce inventory.,achieve quotas.
MC,,1,Which of the following is a reason why it is important for employers to identify accident trends:,1,To make changes,To record injuries,To fix blame,To process claims
MC,,1,"A business is planning a major project that it estimates will take 1,380 hours to complete. If the business assigns three part-time employees who each work 25 hours a week and one full-time employee, how many weeks will it take those employees to complete the project?",3,14,13,12,15
MC,,1,Which of the following is an example of continuous improvement?,1,Following an annual self-assessment and improvement process,Minimizing defect levels to 3.4 per million units produced,Selecting the best possible supplier,Giving managers full responsibility for product quality
MC,,1,A small business owner receives notice that the business's monthly rent will increase next year. The owner should include this increase in an estimate of next year's,2,projected income.,operating costs.,sales revenue.,inventory costs.
MC,,1,Careful handling of business equipment by employees helps to prevent damage and control,4,overtime.,usage.,theft.,expenses.
MC,,1,Which of the following is not a reason for faster-than-average employment growth of financial analysts and personal financial advisors:,3,Globalization of the securities markets makes investing more complicated.,"Generally speaking, the U.S. population is better educated.","Generally speaking, the U.S. population is worse off financially than before.","A large segment of the population, namely Baby Boomers, is facing retirement."
MC,,1,What is a possible effect of insufficient corporate governance?,2,Increased accountability,Increased risk of scandal,Positive public image,Easier decision-making
MC,,1,How can an accountant best contribute to an organization's governance objectives?,3,Ensuring strong community relations,Minimizing risks associated with the objectives,Allocating funds for the objectives in the budget,Determining whether profit margins are shrinking
MC,,1,"Internal audits are used by __________, while external audits are used by __________.",1,management; stakeholders,stakeholders; employees,creditors; management,employees; competitors
MC,,1,An organization should include independent members on its board of directors because they,4,are less likely to act unethically.,represent the interests of management.,understand the company's inner workings.,provide an objective perspective.
MC,,1,Which of the following examples best illustrates the relationship between governance and management:,1,Wesley bases his management decisions on the strategies outlined by governance processes.,"Jenna, a manager, provides the board of directors with a framework for determining goals.",A company's governance processes aim to place strict limits on managers.,"Sapphire Axis, Inc. keeps its top executives and governance strictly separate."
MC,,1,Which of the following has proven to be an effective way to initiate a professional relationship with a vendor:,1,Treating the person to a round of golf,Giving the vendor an expensive gift,Having salespeople talk to the vendor,Offering jobs to people on the vendor's staff
MC,,1,Hank would like to meet regularly in person with other financial planners in his geographic area to discuss trends and issues impacting their profession. Which of the following professional organizations would best meet Hank's needs:,2,Federal Organization of Financial Planners,Local Society of Financial Planning Professionals,National Association of Professional Financial Advisors,International Financial Planning Association
MC,,1,Which of the following is most likely to be an unethical risk management activity:,1,Withholding pertinent information from insurance underwriters,Paying a share of the loss exposures pooled through insurance,Reporting that an employee is embezzling from the organization,"Securing fair, favorable premium rates from insurers"
MC,,1,A business that makes employee ethics training a priority is more likely to,4,operate with fewer rules.,encourage a variety of viewpoints about ethical behavior.,experience tax audits by government agencies.,maintain a positive public image.
MC,,1,Companies use risk-matrix software applications to,4,determine the amount of their insurance premiums.,prevent identity-theft activities and eliminate external risks.,organize their financial data in secure locations.,identify and prioritize their primary business risks.
MC,,1,It is important for business to update firewalls and other protective computer software to reduce risks associated with,2,distribution procedures.,security breaches.,research processes.,data consistency.
MC,,1,"To reduce the risk of future legal problems, a company might require its business partners to sign a formal",2,invoice.,contract.,premium.,warrant.
MC,,1,"When RWQ Corporation could not obtain insurance coverage to cover a specific type of risk from commercial insurance companies, it formed an insurance company to provide coverage for the risk. This is an example of a company managing its risk through a(n)",2,organic entity.,captive insurer.,generic provider.,lending institution.
MC,,1,"To control its risk of financial loss of business assets, such as buildings, equipment, and inventory, the CNP Company should",4,borrow funds to reduce the need for insurance.,pay insurance premiums on a quarterly basis.,purchase additional disability insurance.,obtain adequate property insurance.
MC,,1,Which of the following is a true statement regarding enterprise risk management (ERM):,1,ERM focuses on the combined impact of all risks.,All risks considered in ERM are negative.,ERM can make achieving goals more difficult.,Risks usually relate to relationships between employees.
MC,,1,Which of the following levels of management usually is responsible for working directly with employees:,2,Executive,Supervisory,Regional,Regulatory
